,0,1,2
463,1521474208861245442,2022-05-03 12:58:13+00:00,"British PM: West ""too slow to grasp what was really happening"" when Russia took Crimea from Ukraine in 2014 and war… https://t.co/Mf9KCYiqZb"
464,1521474170705432577,2022-05-03 12:58:04+00:00,Martin Rowson on a dangerous week for Boris Johnson https://t.co/8jIlNXZ2Fg https://t.co/Ma4bLCai6y
465,1521474135209218048,2022-05-03 12:57:56+00:00,@GMB @susannareid100 Johnson nailed to rights. Its looking like the end of the road for Boris and Co.
466,1521474125918879744,2022-05-03 12:57:53+00:00,Boris Johnson embarrasses himself in car crash Good Morning Britain inte... https://t.co/9iHJzKc52k via @YouTube
467,1521474110324416513,2022-05-03 12:57:50+00:00,"🔴Addressing the Ukrainian Parliament, UK PM Boris Johnson:

#Ukrainiansoldiers🇺🇦 fought like lions and exploded the… https://t.co/YcrhlMIc5H"
468,1521474078183460864,2022-05-03 12:57:42+00:00,Boris Johnson receives standing ovation from Ukrainian MPs as he escapes difficulties at home https://t.co/EGYuPuDVYi
469,1521474060387074048,2022-05-03 12:57:38+00:00,"@BBCPolitics Our Lion of Ukraine inspiring Ukrainians in their battle against Russia.
Churchill would be proud.
Our… https://t.co/3H0X51eLKp"
470,1521474040002752517,2022-05-03 12:57:33+00:00,https://t.co/tDeW0hb5So https://t.co/Z4dbb7dpzp Boris Johnson Calls Russia War ‘Ukraine’s Finest Hour’ Our Hashtag… https://t.co/X7cVTZcJMD
471,1521474032494858242,2022-05-03 12:57:31+00:00,“You have exploded the myth of Putin’s invincibility and you have written one of the most glorious chapters in mili… https://t.co/BZncsfx1Oy
472,1521473992569331712,2022-05-03 12:57:22+00:00,"😎 If like me you have no idea who Lorraine is, watch 🇬🇧 PM @BorisJohnson address Ukraine's parliament.
https://t.co/qfpj9tykfV"
473,1521473928643887105,2022-05-03 12:57:06+00:00,"Invoking Churchill, Boris Johnson says the war is ‘Ukraine’s finest hour.’ 
Denis Darnel - #AkilliGundem… https://t.co/0v3MNI1sns"
474,1521473912382816258,2022-05-03 12:57:02+00:00,"Boris Johnson’s GMB interview shows ‘narcissistic’ PM ‘out of touch’, says Labour – UK politics live https://t.co/9ODQtyd020"
475,1521473908398043136,2022-05-03 12:57:02+00:00,"""This is your finest hour,"" says Boris Johnson to the Ukrainian Parliament. What he means is - it's all downhill from here."
476,1521473898465931266,2022-05-03 12:56:59+00:00,@AndrewBowie_MP @ScotTories @LaurenKnight22 @Conservatives Boris Johnson demonstrating the act of cynical opportuni… https://t.co/pkfoihGODh
477,1521473811752837120,2022-05-03 12:56:38+00:00,@AbsoluteChelsea @thetimes Why doesn't Boris Johnson consider fucking off
478,1521473791016247296,2022-05-03 12:56:34+00:00,Brits seeing a Boris Johnson headline https://t.co/mgmn3QqaQt
479,1521473786725425153,2022-05-03 12:56:33+00:00,"Boris Johnson is planning to extend Right to Buy but critics say it is the ""opposite of what the country needs""

https://t.co/A5to5dy8Fd"
480,1521473781021171719,2022-05-03 12:56:31+00:00,"Boris Johnson has said that Ukraine will “be free” of Putin’s invasion, in an address to the country’s Parliament. https://t.co/v8fORXuUMQ"
481,1521473739573051399,2022-05-03 12:56:21+00:00,I wonder what the people of Tyneside and Teeside were thinking after Boris Johnson got the 2 mixed up....he probabl… https://t.co/zmsXSUFat6
482,1521473729515171845,2022-05-03 12:56:19+00:00,PM Boris Johnson Unveils $376 Million More In UK Military Aid To Ukraine https://t.co/qj7cAzBwDc
483,1521473705179860995,2022-05-03 12:56:13+00:00,The Prime Minister faced a grilling by GMB’s Susanna Reid live from Downing Street where he was questioned about th… https://t.co/WLMKEFtIs2
484,1521473690990526465,2022-05-03 12:56:10+00:00,"Ukraine will win war and 'be free', Boris Johnson tells Kyiv parliament | World News https://t.co/QohmP4eQfI #news"
485,1521473679447793667,2022-05-03 12:56:07+00:00,Are you waiting for the Sue Gray report to find out if Boris Johnson is a lying toe rag?
486,1521473659919081472,2022-05-03 12:56:02+00:00,@BorisJohnson Hypocrite &amp; evils of UK 🇬🇧 government lead by this Boris Johnson &amp; @CatrionaLaing1 in @UKinNigeria ar… https://t.co/BMdb6bAg3e
487,1521473636389068802,2022-05-03 12:55:57+00:00,"The lying charlatan thinks he can save the @conservatives local election chances by using Ukraine.

How DARE he. 
 https://t.co/Y3dshDfw0i"
488,1521473595100307458,2022-05-03 12:55:47+00:00,VIDEO CORRECTION: Boris Johnson said the government could not help everyone through the current cost-of-living cris… https://t.co/sGzoxIBzER
489,1521473587214880768,2022-05-03 12:55:45+00:00,"@AnnieWellsMSP Boris Johnson demonstrating the act of cynical opportunism, appearing on video link in the Ukrainian… https://t.co/cNMfLKGGvo"
490,1521473570983059462,2022-05-03 12:55:41+00:00,"Boris Johnson is considering giving some proceeds of the sale of #Chelsea to grassroots football in the United Kingdom.

[via @thetimes]"
491,1521473545309769729,2022-05-03 12:55:35+00:00,Seems to me that knowingly starving and freezing to death the elderly population should be added to Boris Johnson's… https://t.co/f03CXAoTcB
492,1521473543309078530,2022-05-03 12:55:34+00:00,@toryboypierce Make sure you tie a rope round your ankle before you disappear further up Boris Johnson's ar5ehole.
493,1521473535553724416,2022-05-03 12:55:33+00:00,"Boris Johnson only cares about having answers to questions, don’t matter what nonsense he spews"
494,1521473510354341889,2022-05-03 12:55:27+00:00,@lesiavasylenko Boris Johnson just wants to be seen as a global statesman to satisfy his ego and vanity - very simi… https://t.co/7onydO21SA
495,1521473465848504320,2022-05-03 12:55:16+00:00,"⚡BORIS JOHNSON SPOKE TO THE VERKHOVNA RADA VIA VIDEO LINK

Vladimir Zelensky was personally present in parliament.… https://t.co/0V0WoQLo0a"
496,1521473463684321286,2022-05-03 12:55:16+00:00,@BorisJohnson @ZelenskyyUa Did you tell him you don't care less about your own people? https://t.co/yn1qb7qjwy
497,1521473458042978304,2022-05-03 12:55:14+00:00,"Boris Johnson reworking ""Ulster will fight and Ulster will be right"" by replacing it with Ukraine in his speech to… https://t.co/6pWyrHNO4T"
498,1521473399096238081,2022-05-03 12:55:00+00:00,"Boris Johnson could murder his children (no matter how many of them there may actually be) on TV, and still will get re-elected 🙄"
499,1521473397376512000,2022-05-03 12:55:00+00:00,Lorraine Kelly responds to Boris Johnson snub as he asks who she is live on air https://t.co/8Pc1Hzxn0i https://t.co/aEOSqwAxrY
