,0,1,2
301,1521476682095333382,2022-05-03 13:08:03+00:00,@nytimes US &amp; UK govt's invoke Boris Johnson to tell us the Russian invasion getting stuck 50km inside the poorest… https://t.co/6Z2GRoX3TA
302,1521476672066928640,2022-05-03 13:08:00+00:00,"Boris Johnson’s GMB interview shows ‘narcissistic’ PM ‘out of touch’, says Labour – UK politics live https://t.co/OkAFQ22Jgd"
303,1521476667805519873,2022-05-03 13:07:59+00:00,@hmtreasury @RishiSunak This lady has to ride on a bus all the day to keep warm while you're spending a fortune on… https://t.co/fqPCaFavvr
304,1521476657932115972,2022-05-03 13:07:57+00:00,"Vladimir Putin has “sowed the seeds of catastrophe” for himself by invading Ukraine, Boris Johnson has said in an a… https://t.co/oKGvhHXiJo"
305,1521476651602878464,2022-05-03 13:07:56+00:00,"TO THE UKRAINIAN PEOPLE,
BORIS LIAR JOHNSON IS TALKING A LOAD BS HE IS HOPING TO GET ON YOUR (cont) https://t.co/K0urlv1Cxq"
306,1521476627968016386,2022-05-03 13:07:50+00:00,@kercle Boris Johnson is only addressing the Uranian Parliament to try and make an impression on people in the UK s… https://t.co/pa26CLICy0
307,1521476613405384704,2022-05-03 13:07:46+00:00,".⁦@BorisJohnson⁩ just can’t stop lying.

Honestly ⁦@BorisJohnson⁩ you disgust me. Your are a disgrace to the countr… https://t.co/TGt67VBWgm"
308,1521476563899924480,2022-05-03 13:07:35+00:00,The Prime Minister also rejected fresh demands to impose a windfall tax on energy companies after BP announced its… https://t.co/P98YswXVJY
309,1521476545897979904,2022-05-03 13:07:30+00:00,Boris Johnson brags about bus passes in GMB grilling on cost-of-living crisis  https://t.co/0Ks59b7Cwz
310,1521476528785211392,2022-05-03 13:07:26+00:00,"Just heard the people of Ukraine love Boris Johnson
Any chance he can piss off over there and take all his cronies with him"
311,1521476521944363016,2022-05-03 13:07:25+00:00,Prime Minister Boris Johnson and Secretary of State for Health Sajid Javid: Stop Denying Patients Access to Medical… https://t.co/u7LPEBVvrA
312,1521476502235361282,2022-05-03 13:07:20+00:00,"Update:  
Boris Johnson accused of lying after claiming he invented London Bus Freedom Pass
He was actually nine ye… https://t.co/2U9plocZVA"
313,1521476496979677185,2022-05-03 13:07:19+00:00,https://t.co/20bMDKga7q Senior Tory to meet police over ‘blackmail’ claims against Boris Johnson’s whips https://t.co/8PavLgAITA
314,1521476477346324480,2022-05-03 13:07:14+00:00,@Peston @susannareid100 Tone deaf. Or just another day in crucial U.K. PM Boris Johnson’s narcissist bubble. #ConservativesOut
315,1521476395771338752,2022-05-03 13:06:55+00:00,@SteveBarclay Here's the real story of Tory Britain 2022. You're all a disgrace. The upside is the local elections… https://t.co/nuV30VqlMX
316,1521476372446732289,2022-05-03 13:06:49+00:00,"Boris Johnson has admitted the government ‘can do more’ to help families struggling with rising bills, but warned t… https://t.co/hknwaE7tZg"
317,1521476330914607104,2022-05-03 13:06:39+00:00,"British Prime Minister Boris Johnson has witnessed his public support wane in recent months, and he sees the… https://t.co/gGsPGAG4Ku"
318,1521476322513481728,2022-05-03 13:06:37+00:00,Boris Johnson joins lobbying for UK chip designer Arm to list in London https://t.co/pg3v3qr4S9
319,1521476300061515779,2022-05-03 13:06:32+00:00,The UK Government is withholding info about Boris Johnson's meeting with Cambridge Analytica on the grounds of data… https://t.co/Iq6o9NO7YK
320,1521476280709009417,2022-05-03 13:06:27+00:00,"Vladimir Putin has “sowed the seeds of catastrophe” for himself by invading Ukraine, Boris Johnson has said in an a… https://t.co/lfUyZPJs4l"
321,1521476269392683008,2022-05-03 13:06:24+00:00,Lorraine Kelly wants GMB’s Susanna Reid to become Prime Minister following Boris Johnson grilling https://t.co/4ZvLtOgW7z
322,1521476268067373056,2022-05-03 13:06:24+00:00,Prime Minister Boris Johnson and Secretary of State for Health Sajid Javid: Stop Denying Patients Access to Medical… https://t.co/DgzR1Hdc2x
323,1521476229005824002,2022-05-03 13:06:15+00:00,"TO THE UKRAINIAN PEOPLE,
BORIS LIAR JOHNSON IS TALKING A LOAD BS HE IS HOPING TO GET ON YOUR (cont) https://t.co/QvXPa5sXB7"
324,1521476227915259906,2022-05-03 13:06:15+00:00,"Boris Johnson has told Ukrainian MPs that the UK 'knows Ukraine will win'.

The PM is the first world leader to add… https://t.co/rTOSpxWdOA"
325,1521476192536346624,2022-05-03 13:06:06+00:00,Boris Johnson’s leaked proposal to let social tenants buy their homes slammed as ‘hare brained’ https://t.co/9GTF2AP0PA
326,1521476170352582656,2022-05-03 13:06:01+00:00,@Gumby1903 @Antonineone1 @KevinPascoe @MaireadNeu @BriefcaseMike @michaelnixon70 @Shirley747 @juliasilezin… https://t.co/VaF5yioLLm
327,1521476148227715077,2022-05-03 13:05:56+00:00,"'Good versus evil': Ukraine will win war and 'be free', Boris Johnson tells Kyiv parliament https://t.co/pdzFfXSVIy… https://t.co/uKuPJ0BlSF"
328,1521476127188996098,2022-05-03 13:05:51+00:00,"UK flags fly at Ukraine's parliament as Boris Johnson gives speech
Fantastic! #SlavaUkraini #BackBoris ⁦… https://t.co/qsBRCLlepX"
329,1521476111812730881,2022-05-03 13:05:47+00:00,"Boris Johnson proudly tells @GMB viewers his Government is recruiting 20,000 police officers forgetting his party h… https://t.co/HJKYxqjUJA"
330,1521476110906757121,2022-05-03 13:05:47+00:00,PM Boris Johnson Unveils $376 Million More In UK Military Aid To Ukraine https://t.co/rQTrOLX6vo
331,1521476100509126656,2022-05-03 13:05:44+00:00,Boris Johnson becomes first world leader to address Ukrainian parliament since the invasion. British prime minister… https://t.co/TpNRqvBhLP
332,1521476033630949377,2022-05-03 13:05:28+00:00,@10DowningStreet How does this help this woman and many others? https://t.co/yn1qb7qjwy
333,1521476020523741189,2022-05-03 13:05:25+00:00,https://t.co/RXV5gUjTen @BorisJohnson you do know we know what you are doing and not a penny will be spent on the p… https://t.co/wyUqboXfZ3
334,1521476003712933888,2022-05-03 13:05:21+00:00,He went with the whole cabinet to smile at Boris Johnson and now he’s being arrogant https://t.co/6x05xEE4I6
335,1521475975980199936,2022-05-03 13:05:14+00:00,@EnglishAndProu3 ⚠️Susanna Reid confronts Boris Johnson about pensioner Elsie 'who rides the bus ALL DAY because sh… https://t.co/0MeIJrDzEi
336,1521475950302666752,2022-05-03 13:05:08+00:00,"Blairs greatest achievement was Boris Johnson. We are now so terrified of Liebour that Boris can do anything, or no… https://t.co/9XZ6R0kw9G"
337,1521475943411421185,2022-05-03 13:05:07+00:00,"The resistance to Russia’s invasion will rank as “Ukraine’s finest hour,” Prime Minister Boris Johnson of Britain s… https://t.co/y35npSvo7q"
338,1521475930526474240,2022-05-03 13:05:04+00:00,BREAKING: You know how Boris Johnson boasted that he introduced the Freedom Pass when Susanna Reid explained an old… https://t.co/sUMbm0zJ2Q
339,1521475915229937666,2022-05-03 13:05:00+00:00,Boris Johnson responded to a story of an elderly woman riding buses all day to keep warm by praising the Freedom Pa… https://t.co/EcEK7obMmf
340,1521475899388010496,2022-05-03 13:04:56+00:00,@BorisJohnson The ONLY REASON Boris Johnson is still infesting Downing Street &amp; UK politics is due to Russia invadi… https://t.co/LYQlPMs11m
341,1521475898830163973,2022-05-03 13:04:56+00:00,@June_r57 I bet Boris Johnson will hide from @susannareid100 for the rest of his career. (in a fridge of course). H… https://t.co/nd8S6aTmvM
342,1521475880446484482,2022-05-03 13:04:52+00:00,@RishiSunak Meanwhile in the UK people are choosing between eating and putting the heating on. Putin is rich anythi… https://t.co/6gmXozLLeO
343,1521475871978266625,2022-05-03 13:04:50+00:00,"Narendra Modi visiting Germany, France and Denmark, all on UK’s doorstep, but it was vital for Boris Johnson to go… https://t.co/XxJCvXyLVB"
344,1521475859135279106,2022-05-03 13:04:47+00:00,Boris Johnson takes credit for free bus pass pensioners use to keep warm https://t.co/v7lgrp4Zd1 https://t.co/hhZvoJtuqH
345,1521475852176969729,2022-05-03 13:04:45+00:00,@fesshole If your husband was a genuine asshole (or Boris Johnson who's a separate kind of asshole) then I'd say OK… https://t.co/EX1xw6Y7fF
346,1521475850155311104,2022-05-03 13:04:44+00:00,"The tax raised from your petrol will contribute to the war in Ukraine and Boris Johnson's ""Finest hour""

There is n… https://t.co/YC5uBfsoqy"
347,1521475849765240832,2022-05-03 13:04:44+00:00,@scottygb Boris Johnson
348,1521475821118046208,2022-05-03 13:04:38+00:00,Now this really is a new low for Boris Johnson https://t.co/4lLpVYQMuF
349,1521475791070113793,2022-05-03 13:04:30+00:00,"👇And Boris Johnson will always be remembered as a liar!
#BorisTheLiar https://t.co/ugGKczgUfl"
350,1521475779690913796,2022-05-03 13:04:28+00:00,"Open SmartNews and read ""Ukraine MPs give Boris standing ovation ‘never seen’ before as UK unleashes £300m lifeline… https://t.co/WjlN5JyZlf"
351,1521475775974752264,2022-05-03 13:04:27+00:00,Boris Johnson accused of bare-faced lie about bus Freedom Pass https://t.co/vrhtgqFM21
352,1521475772728360960,2022-05-03 13:04:26+00:00,PM Boris Johnson Unveils $376 Million More In UK Military Aid To Ukraine https://t.co/KYcVJhELqT
353,1521475744379113472,2022-05-03 13:04:19+00:00,@Reuters Prudent spending…..Just ask Boris Johnson &amp; his Chums about unregulated &amp; uncontrolled Covid spending. £Mi… https://t.co/BdJIzqSRz7
354,1521475735516499968,2022-05-03 13:04:17+00:00,Johnson accused of lying after claiming he invented London Bus Freedom Pass https://t.co/JZ9msHRDkB @paulapeters2… https://t.co/83TRV9pKoZ
355,1521475707100094466,2022-05-03 13:04:10+00:00,"Boris Johnson interview technique.
Interviewer asks question.
BJ. Goes into pre prepared monolog unrelated to the q… https://t.co/lQ46NgPJ2m"
356,1521475689916084224,2022-05-03 13:04:06+00:00,"@KyivIndependent This guy can’t make up his mind, I guess https://t.co/6dGq0NT44X"
357,1521475662904631296,2022-05-03 13:04:00+00:00,"""It's not the size of the dog in the fight, but the size of the fight in the dog""

Boris Johnson invokes Winston Ch… https://t.co/CXufk0cjCl"
358,1521475648652554240,2022-05-03 13:03:56+00:00,@vic_top55 @GonzaloLira1968 ⚠️Susanna Reid confronts Boris Johnson about pensioner Elsie 'who rides the bus ALL DAY… https://t.co/8pfCZgowTf
359,1521475641710944257,2022-05-03 13:03:55+00:00,"@jessicaelgot How odd. At the time Johnson agreed with his oligarch mate (now, thanks to him, Lord) Lebedev that th… https://t.co/goExKcp0OH"
360,1521475636640075776,2022-05-03 13:03:54+00:00,"Boris Johnson has lost the plot with this Ukraine crusade, whilst Britain seems to be falling apart"
361,1521475562681872384,2022-05-03 13:03:36+00:00,"How soon after the Thursday elections will more #partygate fines be announced?

Will it depend on how the vote goes… https://t.co/ZcYdnmqQ5O"
362,1521475554498785285,2022-05-03 13:03:34+00:00,Prime Minister Boris Johnson and Secretary of State for Health Sajid Javid: Stop Denying Patients Access to Medical… https://t.co/wZbGFNRrXm
363,1521475537377628160,2022-05-03 13:03:30+00:00,@SkyNews I reckon Boris Johnson should be president of the Ukraine as he seems to think more about there than his o… https://t.co/fltLJ3Qmkt
364,1521475519618895875,2022-05-03 13:03:26+00:00,Chelsea is a source of revenue for Boris Johnson. https://t.co/rXp0Ojc3bD
365,1521475512903872513,2022-05-03 13:03:24+00:00,"@OliverDowden @BenHouchen Just a reminder of the real story of Tory Britain circa 2022. 
https://t.co/yn1qb7qjwy"
366,1521475470474326018,2022-05-03 13:03:14+00:00,It's Boris Johnson's government that has forced TFL from permitting the use of a Freedom Pass for older persons bef… https://t.co/mcCQZtJITA
367,1521475451130105857,2022-05-03 13:03:09+00:00,STEPHEN GLOVER: Why I'm backing Lord Frost to take porngate MP's seat https://t.co/B6B6FMZFkC @MailOnline
368,1521475450907860994,2022-05-03 13:03:09+00:00,@GMB @susannareid100 Boris Johnson trying to hold back a smirk like normal people hold back a sneeze!
369,1521475441990803458,2022-05-03 13:03:07+00:00,Plan to send asylum seekers to Rwanda within ‘weeks’ delayed - live https://t.co/Caqq4jabKJ
370,1521475405567479809,2022-05-03 13:02:58+00:00,My names Boris Johnson and i wont tax my mates meh meh meh https://t.co/vxXTu1o21l
371,1521475403000389633,2022-05-03 13:02:58+00:00,@Equ1l1br1um1 @GerardDelaney39 ⚠️Susanna Reid confronts Boris Johnson about pensioner Elsie 'who rides the bus ALL… https://t.co/vwEZYlQeqh
372,1521475377180590080,2022-05-03 13:02:52+00:00,The BBC's hatred of the Tory Party in general and Boris Johnson in particular knows no bounds. https://t.co/urvhkLKeOH
373,1521475371736129537,2022-05-03 13:02:50+00:00,Susanna Reid 'surprised she wasn't thrown out of Downing Street' after explosive Boris Johnson interview… https://t.co/HvvMkd5mDx
374,1521475368716169216,2022-05-03 13:02:50+00:00,"The battle between good &amp; evil is not 🇺🇦#Ukraine vs 🇷🇺#Russia, its the British public vs Boris Johnson. Get that cu… https://t.co/sKWLZ1DMa5"
375,1521475357957922816,2022-05-03 13:02:47+00:00,"""Your farmers kidnapped Russian tanks with their tractors. Your pensioners stood up in the road and told Russian so… https://t.co/4qSZHKcOP9"
376,1521475353755193344,2022-05-03 13:02:46+00:00,@Frances40996115 ⚠️Susanna Reid confronts Boris Johnson about pensioner Elsie 'who rides the bus ALL DAY because sh… https://t.co/NT7rOpD5k5
377,1521475319756210179,2022-05-03 13:02:38+00:00,"""We cannot make the same mistake again""

PM Boris Johnson tells Ukrainian Parliament ""we were too slow to grasp wha… https://t.co/9n7IocRIGE"
378,1521475271798501376,2022-05-03 13:02:27+00:00,As evidence witness the shameless attack on Boris Johnson over Partygate. He was recovering from Covid when he alle… https://t.co/UfVSAhTNiW
379,1521475253649780736,2022-05-03 13:02:22+00:00,Boris Johnson: We want free Lateral Flow Tests available to those who are Clinically Extremely Vulnerable - Sign th… https://t.co/bwhgYBZ93G
380,1521475233865248768,2022-05-03 13:02:18+00:00,@SimonClarkeMP Debt is worth it when you're helping people which clearly the Tories are not.  https://t.co/yn1qb7qjwy
381,1521475218405208064,2022-05-03 13:02:14+00:00,"⚡️ Boris Johnson is planning to bring back Right to Buy
Johnson wants tenants to have the right to buy housing asso… https://t.co/zbgSKlz1Uy"
382,1521475205025120257,2022-05-03 13:02:11+00:00,"It's Boris Johnson, lied day.

Again https://t.co/jAF1Z6TCJ5"
383,1521475198700212225,2022-05-03 13:02:09+00:00,"I’ll never forgive them for this, no matter what you think of Corbyn, this Tory government has been the worst one I… https://t.co/KJWbaHRWbk"
384,1521475175182700545,2022-05-03 13:02:04+00:00,Boris Johnson in hot waters after Pose with JCB bulldozer in India | UK PM India visit https://t.co/ycnjKBiju9
385,1521475172032782336,2022-05-03 13:02:03+00:00,"Boris Johnson is having his Thatcher Falklands war moments, isn’t he?"
386,1521475153678725120,2022-05-03 13:01:58+00:00,Boris Johnson not knowing who Lorraine is is not that surprising when you consider he also doesn't know what a part… https://t.co/8EA6v56Tyz
387,1521475142492303360,2022-05-03 13:01:56+00:00,@AlucardMorbid @LaurenceLola2 How is Boris Johnson still in office despite his poor efforts to strengthen the parliament??
388,1521475141573742592,2022-05-03 13:01:56+00:00,He speaks for much of the world who chose the appeasement of Putin over punishment. Boris Johnson told the… https://t.co/c7ko0Oq4kr
389,1521475131083796482,2022-05-03 13:01:53+00:00,"https://t.co/evhhGpneVq

Meanwhile, I'll keep buckling my alloy wheels in potholes then?

#CharityBeginsAtHome… https://t.co/hUkqE1FIa9"
390,1521475130609872897,2022-05-03 13:01:53+00:00,"'Good versus evil': Ukraine will win war and 'be free', Boris Johnson tells Kyiv parliament https://t.co/4GfnVyFqV6"
391,1521475129049600000,2022-05-03 13:01:53+00:00,@toryboypierce He doesn’t like you https://t.co/ilzJf7AquT
392,1521475121088708611,2022-05-03 13:01:51+00:00,"https://t.co/kc19ab5PNp

LONDON (Reuters) -British Prime Minister Boris Johnson told Ukraine on Tuesday he believed… https://t.co/VGUuHO01EP"
393,1521475103548190722,2022-05-03 13:01:46+00:00,"@Gab_H_R 'I'm surprised', says 77-year-old Boris Johnson."
394,1521475089547804672,2022-05-03 13:01:43+00:00,@SunderMad Boris Johnson says you can go to Sheffield United - there are tickets there. And if you can’t afford to… https://t.co/8sktNqKzF7
395,1521475067846307845,2022-05-03 13:01:38+00:00,"You really couldn't give a toss could you @BorisJohnson @10DowningStreet @Conservatives 

Boris Johnson embarrasses… https://t.co/YvN3qOo2bN"
396,1521475055733116929,2022-05-03 13:01:35+00:00,@FreedomPodcast1 @Ella4Dogs ⚠️Susanna Reid confronts Boris Johnson about pensioner Elsie 'who rides the bus ALL DAY… https://t.co/YBSRwd95VX
397,1521475043498381315,2022-05-03 13:01:32+00:00,@somersetlevel @shorty25558 Stuff me the Yorkshire Boris Johnson. You good at shagging around and lying?
398,1521475041417957381,2022-05-03 13:01:32+00:00,All the Conservative Manifesto Promises Boris Johnson has Broken – Byline Times https://t.co/8J2d9YWWqd
399,1521475037492035585,2022-05-03 13:01:31+00:00,Prime Minister Boris Johnson and Secretary of State for Health Sajid Javid: Stop Denying Patients Access to Medical… https://t.co/eKgVQ4Jysd
400,1521475034690240513,2022-05-03 13:01:30+00:00,@Bbmorg C*nt is exclusively reserved for Boris Johnson.
401,1521475025420922881,2022-05-03 13:01:28+00:00,"@ScotExpress @ScotTories Boris Johnson demonstrating the act of cynical opportunism, appearing on video link in the… https://t.co/cbt7j0dfuC"
402,1521475000154349568,2022-05-03 13:01:22+00:00,@hmtreasury Meanwhile: https://t.co/yn1qb7qjwy
403,1521474998799585281,2022-05-03 13:01:22+00:00,"Aside from the gratituous offence of the comment, Boris Johnson's claim to have introduced the Freedom Pass is an i… https://t.co/GfNYvS2PQk"
404,1521474987093372930,2022-05-03 13:01:19+00:00,"https://t.co/JjbZM56X9u
Ukraine will win war and 'be free', Boris Johnson tells Kyiv Parliament when there were dec… https://t.co/5nfoGtuYAb"
405,1521474966964871168,2022-05-03 13:01:14+00:00,Johnson tells Ukraine that West was ‘too slow’ to grasp Russia threat https://t.co/dBxuti8CXE
406,1521474965958242307,2022-05-03 13:01:14+00:00,Boris Johnson talking about dogs again.
407,1521474954260267009,2022-05-03 13:01:11+00:00,"Are you a liar, Prime Minister? NO, I am an ‘honest’ politician and merely got partygate ‘wrong’, says Boris Johnso… https://t.co/N62xhwc1cm"
408,1521474954151276547,2022-05-03 13:01:11+00:00,Watch Boris Johnson's address to Ukraine's Parliament in full on the @TalkTV YouTube channel https://t.co/8E7VKMBCRW
409,1521474953253642241,2022-05-03 13:01:11+00:00,@diane_berwick @doc_singing @sophielouisecc @MontagueTerrie @toadmeister @AreOhEssEyeEe @IUTruthtellers… https://t.co/EjoS71m2t4
410,1521474943665553408,2022-05-03 13:01:08+00:00,"The PM’s response to a cold, hungry pensioner tells us all we need to know | Tom Peck
The usual lies too!
#GMB… https://t.co/bxaE5JcBCe"
411,1521474927785922560,2022-05-03 13:01:05+00:00,@diane_berwick @SeanKehoeUK @HumanRights4UK @LordDeeDah @GillianMcKeith @SaltireOfTruth @wordwhisperer… https://t.co/qP40kxv9sL
412,1521474927727374336,2022-05-03 13:01:05+00:00,"@lachlanp_ I know it was in the UK but I think Boris Johnson did hide from the media in one of those...

Not sure i… https://t.co/FOMpw4xfRg"
413,1521474924711485441,2022-05-03 13:01:04+00:00,"Anyone who supported the #PeoplesVote is an idiot.

Their refusal to accept the largest mandate in the history of U… https://t.co/HFyuNZt3x2"
414,1521474884211294209,2022-05-03 13:00:54+00:00,@RishiSunak @verynetwork Just thought I'd remind potential voters of the real story of Britain under Tory rule. You… https://t.co/yc7uoCexaA
415,1521474882525093891,2022-05-03 13:00:54+00:00,@diane_berwick @UKcitizen2021 @DavidGHFrost @Fox_Claire @Mark_J_Harper @SteveBakerHW @reallySirChope @ABridgen… https://t.co/64kSePNyaT
416,1521474882508365825,2022-05-03 13:00:54+00:00,"The isolationist narcissist.
Pretends to be leader of the free world, poses by talking to the Ukranian Parliament… https://t.co/rP3FGYDaZ0"
417,1521474869191401473,2022-05-03 13:00:51+00:00,Boris Johnson joins lobbying for UK chip designer Arm to list in London https://t.co/5ifvM6NbrE
418,1521474839546052608,2022-05-03 13:00:44+00:00,So. Boris Johnson FIRST to address the Ukraine parliament. Another Brexit win.
419,1521474831878922242,2022-05-03 13:00:42+00:00,@BarbaraSutton15 Wow you Learn Something every day I didn't know Boris Johnson was Catholic OH MY WORD is it not a… https://t.co/SHY84TgIm5
420,1521474825193148416,2022-05-03 13:00:40+00:00,Boris Johnson Calls Russia War ‘Ukraine’s Finest Hour’ https://t.co/h9LouihbDi
421,1521474818088087554,2022-05-03 13:00:38+00:00,"What IQ do you need to gain admission to study at .@UniofOxford? If Boris Johnson is typical of an Oxford graduate,… https://t.co/GOFbcnSw6l"
422,1521474807828733954,2022-05-03 13:00:36+00:00,If you are in the UK please please remember to vote on Thursday! If you think #RoeVWade is isolated to USA you woul… https://t.co/YwzmA0Alwz
423,1521474779269709824,2022-05-03 13:00:29+00:00,"Labour MP admits he has 'no idea' who Lorraine Kelly is after Boris Johnson's blunder

Subscribe to our YouTube:… https://t.co/HEHDLw3JQ1"
424,1521474776946069504,2022-05-03 13:00:29+00:00,"Boris Johnson was told a 77 year old pensioner has to ride the bus all day to stay warm.

He thought she should be… https://t.co/vp6eTOAcjC"
425,1521474728057257984,2022-05-03 13:00:17+00:00,"@TalkTV Our Lion of Ukraine inspiring Ukrainians in their battle against Russia.
Churchill would be proud.
Our WW2… https://t.co/B8YPg6FcZj"
426,1521474717802278913,2022-05-03 13:00:15+00:00,Boris Johnson joins lobbying for UK chip designer Arm to list in London https://t.co/3r0qAqMY8W
427,1521474715713474560,2022-05-03 13:00:14+00:00,How many times has Boris Johnson had covid? https://t.co/VKhuQLqnYS
428,1521474703285796864,2022-05-03 13:00:11+00:00,The Freedom Pass (free travel on public transport in London for the elderly and disabled) was effectively introduce… https://t.co/OQRHsvZcWq
429,1521474672537354240,2022-05-03 13:00:04+00:00,@EriasLukwago_ A complete and total leader is one who provide solutions to every problem that presents itself to th… https://t.co/rufP5juggf
430,1521474660575154177,2022-05-03 13:00:01+00:00,"Boris Johnson disrespects ITV legend in GMB blunder with Susanna Reid
#BorisJohnson

https://t.co/q1GbpAhB8a"
431,1521474660361146368,2022-05-03 13:00:01+00:00,"This is unbelievable 🤦‍♂️

People are justifiably outraged...

https://t.co/WWuAiwge7Q"
432,1521474592417755137,2022-05-03 12:59:45+00:00,@white_arrow_uk @CHERRYAPPLETON0 @AngelaK34204696 @LBC @TalkTV @GBNEWS @AllisterHeath @DaveAtherton20… https://t.co/3C9K7zlUf0
433,1521474556413808642,2022-05-03 12:59:36+00:00,@Jenna_bee__ @Matronincharge @michaelpbreton @herbthefox1 @diane_berwick @CartlandDr1982 @MaajidNawaz @mattletiss7… https://t.co/urd1ubTgiL
434,1521474555788804097,2022-05-03 12:59:36+00:00,The Prime Minister Boris Johnson has said that Ukraine was in its “finest hour” as it resisted the Russian invasion… https://t.co/xHBehFCi60
435,1521474534477602820,2022-05-03 12:59:31+00:00,"Ukraine will win war and ‘be free’, Boris Johnson tells Kyiv parliament https://t.co/2n5rYZhCkR"
436,1521474534125285377,2022-05-03 12:59:31+00:00,When Elsie can't pay a bill she has to go without food. When Boris Johnson can't pay a bill he goes and taps one of his mates.
437,1521474531386343426,2022-05-03 12:59:30+00:00,"""I have one message for you today, Ukraine will win, Ukraine will be free.""

Boris Johnson addresses Ukraine's Parl… https://t.co/yJ0PPipX3w"
438,1521474530543296514,2022-05-03 12:59:30+00:00,British Prime Minister Boris Johnson admits he's not doing enough to help struggling in Cost of Living crisis durin… https://t.co/bgiyMq9mjk
439,1521474519592058881,2022-05-03 12:59:27+00:00,@LSW12612672511 @tomhunt1988 @Mark_J_Harper @PeterBoneUK @EdwardLeighMP @BorisJohnson @Conservatives… https://t.co/0JX593hmSP
440,1521474518161707015,2022-05-03 12:59:27+00:00,@HackneyAbbott The Boris Johnson support award goes to....
441,1521474478382977024,2022-05-03 12:59:17+00:00,@ChevyGuy666 @LSW12612672511 ⚠️Susanna Reid confronts Boris Johnson about pensioner Elsie 'who rides the bus ALL DA… https://t.co/dhc8HUjeWi
442,1521474459751886849,2022-05-03 12:59:13+00:00,"https://t.co/evhhGpneVq

Perhaps they'd like to pay my heating bills?

#Conservatives
Money for overseas.
Money for… https://t.co/DYH8ilX5Gw"
443,1521474456614494208,2022-05-03 12:59:12+00:00,"Has severe Covid cognitively impaired Boris Johnson equivalent to ageing 20 years? https://t.co/PTZ2qgPBKs
Severe c… https://t.co/XEf26jGMZ0"
444,1521474446057517056,2022-05-03 12:59:10+00:00,"""Invoking Churchill, Boris Johnson says the war is ‘Ukraine’s finest hour.’"" by Mark Landler via NYT https://t.co/hPofZgym1A"
445,1521474445340258306,2022-05-03 12:59:10+00:00,GB: Prime Minister Boris Johnson says the UK will build one new nuclear plant a year (on visit to Hartlepool Nuclea… https://t.co/OBGYcerEQ5
446,1521474433776508931,2022-05-03 12:59:07+00:00,@lewis_goodall If a pensioner is cold Boris Johnson's has  given them bus passes to ride on the buses 24 - 7. All h… https://t.co/OUXcaQRRzY
447,1521474430932819973,2022-05-03 12:59:06+00:00,"@Jacob_Rees_Mogg Meanwhile over here, the Tories prove that couldn't care less about their own: https://t.co/yn1qb7qjwy"
448,1521474414709284865,2022-05-03 12:59:02+00:00,@AngelaK34204696 @LBC @TalkTV @GBNEWS @AllisterHeath @DaveAtherton20 @LSW12612672511 @white_arrow_uk ⚠️Susanna Reid… https://t.co/zblM2x7FDZ
449,1521474404072529920,2022-05-03 12:59:00+00:00,"""The crucial thing is to make sure we deal with the crisis over the medium and long term.""

https://t.co/RtD7XmSqyX"
450,1521474375668613121,2022-05-03 12:58:53+00:00,What a coincidence that the local elections are just days away &amp; Boris Johnson decides to exploit the conflict in U… https://t.co/tbETXORFoX
451,1521474373336580096,2022-05-03 12:58:52+00:00,@Jason_Opines @FraserNelson I'm sure he can find time for the occasional comment on important internation events. B… https://t.co/9EsYtyAcuc
452,1521474345197002753,2022-05-03 12:58:46+00:00,"@Parody_PM @campbellclaret Will he tell them people in England are freezing or dont have hot water,  🤔  NO he won't… https://t.co/yiwkelJzXR"
453,1521474333687885826,2022-05-03 12:58:43+00:00,@MagtathMaggie @herbthefox1 @michaelpbreton @diane_berwick @CartlandDr1982 @MaajidNawaz @mattletiss7… https://t.co/QsnEKFpABG
454,1521474333432074241,2022-05-03 12:58:43+00:00,"@SkyNews Our Lion of Ukraine inspiring Ukrainians in their battle against Russia.
Churchill would be proud.
Our WW2… https://t.co/GGgFCOsqZM"
455,1521474326922514432,2022-05-03 12:58:41+00:00,He’s right - who is Lorraine? Busy working people don’t have time to lounge around all day unlike certain Labour an… https://t.co/c8LjZy4nS2
456,1521474324145885185,2022-05-03 12:58:41+00:00,PM Boris Johnson Unveils $376 Million More In UK Military Aid To Ukraine https://t.co/SjE3qkHJaY
457,1521474317946662913,2022-05-03 12:58:39+00:00,The Telegraph: 'Who's Lorraine?': Boris Johnson branded 'out of touch' after question about ITV star.… https://t.co/JF8PrDYOFw
458,1521474313911738373,2022-05-03 12:58:38+00:00,"@ScotTories Boris Johnson demonstrating the act of cynical opportunism, appearing on video link in the Ukrainian Pa… https://t.co/uB0SUMhmmT"
459,1521474261722046464,2022-05-03 12:58:26+00:00,Do you think Boris Johnson is in touch with what people are experiencing amid the cost of living crisis?… https://t.co/WlBvhUuJfU
460,1521474261000626177,2022-05-03 12:58:26+00:00,"The #Tories are evil: 
https://t.co/F4rR3j7XgW"
461,1521474253958352897,2022-05-03 12:58:24+00:00,Vote conservatives and you get this 👇 a party that doesn’t care. Send the Tory’s a clear message and #VoteSNP https://t.co/lOAswewt8o
462,1521474221607686146,2022-05-03 12:58:16+00:00,"#Ukraine will defeat #Russia and once again be a free country, British Prime Minister Boris #Johnson said on Tuesda… https://t.co/JO6jU5sZfc"
